Date,iShares Core S&P 500,iShares MSCI Eurozone,iShares MSCI United Kingdom,iShares Latin America 40,iShares MSCI Japan,iShares China Large-Cap,iShares Gold,iShares Silver,iShares 7-10 Year Treasury,iShares TIPS,iShares iBoxx $ Investment Grade
2006-05-01,-0.007570944693076198,-0.003384683417665979,-0.005328330412377146,0.006523359856023681,0.00317850153856567,0.0036165896350543792,0.0004136406882111256,0.003999218776971492,-0.005615127092555982,-0.0034694653817981757,-0.005267237198827845
2006-05-02,0.007225678962013738,0.01478414599718334,0.02088712186636841,0.021865208362852752,0.015961519063855546,0.02286724250618353,0.022339146964476676,0.0354885284530144,0.0014238077910668557,0.0020208759227440033,0.0013430540736511843
2006-05-03,-0.004683664254097075,-0.008015737480582286,-0.007542865892654315,-0.004556185315614991,-0.0028506662540700666,-0.00688983562267067,-0.0012496280291295569,-0.03082997475767115,-0.0015719629119317568,-0.0030200888553510107,-0.0002
2006-05-04,0.004074662750116676,0.01063142556654093,0.006734991066149588,0.004754103719668535,0.005115341536837659,0.013768666418552766,0.014210044300332325,0.005185982638265175,-0.0008239219948236396,-0.004037403417250251,-0.0005852889427548023
2006-05-05,0.008388692830227229,0.012355345048878674,0.014492391644593794,0.014205869216379318,0.018306332660318538,0.00914802516712474,0.006754710276969811,-0.0005571510314941406,0.0021736880640095047,0.005476895918309555,0.0009562438812660059
2006-05-08,-0.0005013101312261401,0.00012076375688050439,-0.005630018799443159,0.009330386336997542,0.004991561083388585,0.020150681771694524,-0.005637134957672174,0.00015727863392676084,0.00029837841626887426,-0.0002,0.0010510540275494363
2006-05-09,0.0015335059370189309,0.0030059000058781705,0.008899120375283487,0.012616324694906233,0.0036734828865203407,-0.003544130063907991,0.0300895862726138,0.03551428571428581,-0.0005735976192119628,0.0013119783840302769,0.00018485274243260647
2006-05-10,-0.0011780339289003904,0.0016106506115715958,-0.0006508098946527372,-0.004706163222938508,-0.014347864941094657,-0.012782153508050032,0.011559612528952745,0.0015931050267712133,0.0002974069923768809,0.002215680179448376,0.000472669971372164
2006-05-11,-0.012477985023505967,-0.009769381365817864,-0.00561271569167856,-0.027793399876267298,-0.01976955192678289,-0.015733905669394053,0.01000553202760821,0.022793228229573727,-0.001942680737407132,0.00030279254501184313,-0.0019282676416064958
2006-05-12,-0.012554279338064656,-0.014048767834317766,-0.016072650071845017,-0.03476195080930158,-0.012841329490632348,-0.007843255065978627,-0.0009015066234670186,-0.02684871585439943,-0.003943366256195979,-0.0036124193465721043,-0.0027022348094466685
2006-05-15,0.0017303164818595952,-0.01696438603446717,-0.014025153451552108,-0.034744244185146676,0.009233865365069848,-0.01634854592244319,-0.05201134844281743,-0.08274973114282749,0.0019287356037409388,-0.0007046782522513116,0.0006682809031574923
2006-05-16,-0.0022035717306553514,0.001128538467445961,0.0007347297747093197,0.012661998984665001,-0.010880683829292215,0.007122975825161171,0.015496790588549003,0.023160923530414414,0.0035497307114890964,0.0036300060617040276,0.00346151019497285
2006-05-17,-0.01911909028234251,-0.036135256222321076,-0.029145032510772627,-0.04633338199032635,-0.03191413582145022,-0.031661479373118716,-0.006614950787542506,-0.0362824575751868,-0.0030638001874395914,-0.0035123865202565606,-0.003367715978836805
2006-05-18,-0.005315852762655359,-0.0015765077214625832,-0.0006807193128538722,-0.012662710630050445,0.0004968389678150278,-0.009000329132979568,-0.008563926594086247,-0.03748035984630473,0.006917088027145169,0.005942767803734906,0.006156043533783718
2006-05-19,0.0068410316946332156,0.006231564243875032,0.0007619858987379715,-0.0006302123354719134,0.008156665872534696,0.020168268621651976,-0.028018841107879465,-0.00035869346167041163,-0.0008195901129201209,-0.0010011084352151921,-0.0006790551395457143
2006-05-22,-0.007584467958302165,-0.02016996634239756,-0.01749944383077453,-0.04819146228406381,-0.02644306357413253,-0.066482937688946,-0.0037007975228273925,-0.006946034569330539,0.0011640408254047553,0.0013026149773444962,0.000374583909623394
2006-05-23,-0.007323033139395107,0.007368283037308943,0.005667792995783106,-0.016551525924619746,-0.014384827362780928,0.015285895967636498,0.01247759034305338,0.04214915848435961,-0.0005713526597125538,-0.001099860772232919,-0.000869906291979605
2006-05-24,0.006974134738886729,-0.006325054414141351,-0.0055472110296016725,-0.020576820316476584,0.00195880539777058,-0.013695465960095543,-0.033684180729766554,-0.03852886140864233,0.0012874233731041463,-0.0006004564919323217,0.0008533572667570379
2006-05-25,0.011830236367529534,0.017823407706132534,0.016417614795865655,0.055399055545136,0.012003780891564042,0.029211767960527026,0.010723871995118572,0.010959851930755193,-0.0018085826641093482,-0.00030086622729332804,-0.0015388242729431844
2006-05-26,0.005117785303034173,0.009051948229103357,0.008453626254009783,0.024764841366012404,0.012565924223468338,-0.005648125582293794,0.004739806119105717,-0.0013825260407209993,0.0006674055744115616,0.002404391351545665,-0.00010432412102547844
2006-05-30,-0.0177030663090856,-0.015591827022516514,-0.013545922551582401,-0.058815158588730675,-0.026811037103083434,-0.03814782233875238,0.003179390966902651,0.03350166086859783,-0.0010666538340447173,-0.00279762611655312,-0.0024025120340372074
2006-05-31,0.01128051479092782,0.009110300385117375,0.008495602513725919,0.007707986213561369,0.006994857578459946,0.017438827643349676,-0.0173463544770315,-0.0360097165991903,-0.003298781541119533,-0.001601469923463239,-0.002119262763063312
2006-06-01,0.00976149039858705,0.008133523202855722,0.001735848193367431,0.03021264604785208,0.0041055583785492705,0.009646807079275524,-0.023544500558389678,-0.046743215510604716,0.001491248770257927,0.0005655126626627617,0.0015675680395508952
2006-06-02,0.0013701659079502072,0.009307549694336961,0.015116128441597335,0.008099933125017403,0.011199818844909906,0.011443081341562536,0.014174091365498034,0.011032643630362562,0.007544833498860218,0.007480365030258465,0.006086165177025274
2006-06-05,-0.014729231372971038,-0.021773536947174474,-0.022308010945380638,-0.033173840143112795,-0.025496814292998923,-0.031575946116376416,-0.003639168607441332,-0.006997263392622452,-0.0021582172771360962,-0.002680258688089563,-0.0032461269997570573
2006-06-06,-0.0034777833743855767,-0.014816938215227934,-0.011253450723985245,-0.012690228291042868,-0.01605262102487308,0.021888825780837243,-0.013433334832007413,-0.02143371893154726,0.0006871638905113354,-0.001583961551089794,0.0020301423287330668
2006-06-07,-0.0070347893773898135,-0.009347727705754691,-0.007969814596004363,-0.03258181351971527,-0.022174401357382176,-0.00962688075433564,-0.004017570695452541,0.002777317051060171,-0.001541465911645765,-0.0035945667357310395,-0.002864677488997922
2006-06-08,-0.0005769407363523248,-0.020676792128650853,-0.01637231094223783,-0.004782601488943869,-0.032413448058313074,-0.03151509941540313,-0.022491386603417027,-0.053676228728221906,0.0011833220281135116,0.0005255543498857286,0.003088784765188437
2006-06-09,-0.003354477216378424,-0.0071151335624633355,-0.002175245484803343,-0.02042851157190377,-0.004828046556366525,-0.014525796566925028,-0.01052316226405818,-0.004007260248518982,0.0022959589028200412,0.0038474728983746843,0.0008739308876260644
2006-06-12,-0.012520811010374763,-0.01113726274618547,-0.0036779769137051254,-0.04371121311889896,-0.009518373849766656,-0.02272603470021821,-0.003497846936218394,-0.023589584954850903,-0.0006742449259108806,-0.0003806367676919973,-0.0028596316635815387
2006-06-13,-0.010659563815815606,-0.02781594521143442,-0.028765621790874538,-0.03327245967910879,-0.03474419928997423,-0.03667592929587908,-0.07025323752197381,-0.11957618195232915,0.0011784294610080594,0.0005223696080901142,0.0008752425842367263
2006-06-14,0.007559380239940808,0.013342235880131018,0.013242516787938266,0.02067148835326689,0.0250440341071448,0.028607911563926017,-0.00501263843299031,0.0044953326019683965,-0.006840961791224218,-0.003988888311504277,-0.004494410704302718
2006-06-15,0.02059602336213502,0.03416216449922278,0.040573769232663606,0.0752318386595497,0.03553433714843497,0.04547523483917899,0.02769773586394371,0.06124707941927439,-0.0024151397894747605,-0.002292495137846837,-0.00220255648523475
2006-06-16,-0.006119869063269043,-0.008898478466018031,-0.012416504069176312,-0.009797049356563933,-0.009375347105233953,0.0006650252994900431,0.00926880129065595,0.0023531277321505307,-0.0008020735241206921,0.00012211839286797827,-0.0015305802723116079
2006-06-19,-0.009102758905991146,-0.005601796715760929,-0.005631162234373252,-0.031657681258556544,-0.005594318388118011,-0.020022637212625802,-0.02167420546564984,-0.03351337349454535,-0.001301153691316823,-0.0022965653753373315,-0.001435947927245038
2006-06-20,0.003356803408806133,0.009147755136874228,0.008788559404046506,0.013271587328703552,0.0021531078177644126,0.0005383208874705915,0.013991820013527237,0.03390069943150571,-0.0009288093067394841,-0.0010897885824627117,-0.0009537365981312916
2006-06-21,0.008311148192390386,0.017582738072529594,0.008215063320433272,0.040710439190643946,0.013008887589582477,0.02937524042530744,0.020780679049440767,0.020624952653307174,-0.0003036506586979047,0.00022467898008977878,-0.0014387750685540966
2006-06-22,-0.005343075826763341,-0.00631200944351222,-0.006056501192883965,-0.001209931611737145,-0.0047745692343560825,-0.003106433798692729,-0.01215599612264888,-0.023322860049293112,-0.0034242770999413506,-0.0023017106340363224,-0.002506620892825204
2006-06-23,-0.0005965705456410374,-0.00456990579307974,-0.007076618860180003,0.007510858627165787,-0.004795497571371141,0.009323636190559384,0.00588057953837702,0.00917943433733355,-0.0010565310849961905,-0.00149708212073256,-0.0018315169337374403
2006-06-26,0.0042314277554923035,0.011618046597719436,0.0052766590021789544,0.0005279558312592659,0.008321122040037501,0.002035065265975813,0.0025739192772954024,-0.0036571852780242086,-0.0008067029705426808,-0.0012955653933595522,-0.00017999999999999998
2006-06-27,-0.008964518326832913,-0.021381491500811187,-0.01498022593611896,-0.020779155348736353,-0.017804531159661227,-0.004047657114072109,-0.008590618162960736,-0.010163584083021912,0.0024528494370124744,0.0014441971947055233,-0.0017374303205385665
2006-06-28,0.00715151132330101,0.009326632926210346,0.01083652872481651,0.01691904296973508,0.012300518799146579,0.02394951968567967,-0.003122655647053649,0.0028550634514626495,-0.0034313150659907453,-0.002409582572363942,-0.0024212680927551554
2006-06-29,0.01917550894248106,0.035104532175885675,0.033499773469259767,0.0639084542799749,0.04219264993652645,0.04518223310236598,0.034542187728794874,0.052235784133931,0.003960742587390945,0.005915154261691383,0.005094874672389629
2006-06-30,0.0006046933236101971,0.01375188940494139,0.00844485632918797,0.01391269736711738,0.007950324818690138,-0.005361106099668708,0.02716901103493992,0.03293077393742967,0.0033172283998508935,0.005171475757390034,0.005360323154574978
2006-07-03,0.004111983062680547,0.011269515244809214,0.001700543424324219,0.035859072324134746,0.01739520180203822,0.015424690602793256,0.01923491021085664,0.021435710278895105,-0.0006743370561689497,-0.0022602755443991373,-0.0014330610528653586
2006-07-05,-0.0063670806951088505,-0.016142321547162684,-0.009209410734391322,-0.03613367119170987,-0.033341144693354495,-0.026610268668876412,0.0007612370814908733,0.007708624928191666,-0.003827140162476894,-0.004045407685787449,-0.0065178598929996
2006-07-06,0.0023134872924916784,0.007786134025595338,0.006498630515150406,0.022207860882626808,0.008741734047729799,0.026531930478105516,0.008922868447133392,0.011046705063628015,0.0029377648461403672,0.0032540850483923967,0.004787783753839459
2006-07-07,-0.005841694499955996,-0.0064252611136777155,-0.0016256238613877815,-0.01968157038673881,-0.0046311546733510895,-0.01905390117364971,-0.005751125831090186,-0.023822740614480663,0.0029277409728072135,0.00273623444511093,0.0035966248110326005
2006-07-10,0.0005882771943399369,0.0058362504777058405,0.004559479740844564,-0.0034872563624976038,0.014636526556828877,0.015094417699321716,-0.00897190247303572,-0.021480369053861546,0.0005488203491252676,-9.969547878554402e-05,0.0010594572845567863
2006-07-11,0.0048388490732855565,-0.0016716185413966577,0.0012211471849785439,0.00874116756586949,-0.0002,0.002375137333367561,0.029405794165937783,0.04364699360270705,0.0009220081835776608,0.00050643728408748,0.0013495577082345057
2006-07-12,-0.010383654748466942,-0.016980017655905975,-0.02195952638119416,-0.017923537873442162,-0.027977485465315553,-0.012656806928841769,0.014802299608425806,0.001701496403238223,0.0006709398014703496,-0.00040151101349286103,0.0014444878191774758
2006-07-13,-0.016820708048863396,-0.018304194353161794,-0.012289424971848617,-0.03665627317676148,-0.025764164454662807,-0.032449710412566855,0.009807707215665906,0.004803417086154816,0.002038857939925065,0.003734453282637751,-0.00029784770409437813
2006-07-14,-0.003821770841029659,-0.006541553185744142,-0.0006893392529622398,-0.0013514834756451987,-0.008687721879765764,0.0008749950924135998,0.007117051718732648,-0.013161375779618534,0.0005448954370488092,0.000504255701456713,0.0006701749441979434
2006-07-17,-0.002219362302857153,-0.01603775904766571,-0.011952915979339585,-0.013031142155473208,-0.012651196513864505,-0.014428226657916677,-0.031222991806886723,-0.0525523179412112,-0.0010686281002606711,0.0005027010808207113,0.0008608181814166784
2006-07-18,0.0049799608328080286,-0.0034421832670892493,0.0017822169668539668,0.015054983690016432,-0.009656209110201175,0.008787110870700032,-0.018472701113131394,-0.027914053143733873,-0.0040468463783924985,-0.005217280633896392,-0.00540358437622892
2006-07-19,0.013408538709256379,0.03112525024795152,0.026011390797361124,0.055228042619476204,0.02048399761402895,0.04069074332753606,0.020958189405400042,0.05114494178626303,0.006153937289983902,0.006153155311839443,0.004352280093834682
2006-07-20,-0.006873369141254492,-0.004405805728388023,-0.0050190326663289925,-0.02823793940930066,-0.0056556717828028175,-0.014591514770274672,-0.02528182708186879,-0.021656173960333168,0.0019045145910987272,0.0029072030862535626,0.0041389662807611366
2006-07-21,-0.006357841580346046,-0.0009037866851286045,-0.004558669674409676,-0.010737543428217223,0.0005834809897306894,-0.004409478370506225,-0.011865061589181347,-0.005888011298503714,-0.0008174117973559712,-0.003197252333339251,-0.0009675433702579726
2006-07-24,0.016859642162019052,0.017644699156511102,0.01730997356031414,0.04020814858810804,0.018594128075969142,0.031636409237211206,-0.01264949747068147,0.00718142844710632,-0.0002,-0.001001380464446111,8.701778170248104e-05
2006-07-25,0.003677023049641437,0.0009533872916464905,0.0021898935571300405,0.008583865995337425,0.007486303025118413,-0.005193261851203967,0.009786959580633003,0.006669372389198603,-0.0011892267742632744,0.001705701109870872,-0.0009677772260684667
2006-07-26,0.0016916262136812189,0.006481786551678171,0.007430082160342333,-0.00588484438530592,-0.005539612001974303,-0.006890468367132052,0.004825070472418181,0.010170264724651523,0.0022745161308559193,0.003102742006576098,0.0019147701388470884
2006-07-27,-0.0015376774061075737,0.002317995891189617,0.007372304852177192,0.00573446103935591,0.013604020334993616,0.015344156547004916,0.015283902823045347,0.02392889534345575,-0.0003224129013295272,-3.29783185892661e-07,-0.0017354507711847766
2006-07-28,0.009961459436054842,0.019434732813179402,0.012951342122608156,0.01793077173602462,0.02703130425488618,0.011917336410490064,0.002817797553089174,0.001997768662002053,0.0025147352486602826,0.002792468395464076,0.0036428720874026378
2006-07-31,-0.0016811115503295947,-0.0025512078386560554,0.0011910855514343011,-0.010941355500107686,-0.0009364395397568835,-0.00902164708396116,0.0015419091532724361,0.0011158196337454963,0.0014017268001866646,-0.0005980695027486769,-9.090796942800959e-06
2006-08-01,-0.004241155115175463,-0.00567867498015566,-0.007124376939992835,-0.014395010171398256,-0.01565537987081815,-0.0198875584929296,0.01847310618015914,0.030043413769753904,5.400916806415319e-05,0.0015406808113778837,0.0012235753191541378
2006-08-02,0.005857852651042508,0.010878155161424166,0.012407420985708864,0.014964921266655232,0.02302375473128622,0.013049704824728961,0.004320354335011503,0.03468393192452275,0.0006843373150316602,0.002117864714015052,0.0015465522918596953
2006-08-03,0.0013787470490650012,-0.0030815864514633228,-0.009388202467537951,0.007743348116366969,-0.00822688129146558,0.0027636338843449316,-0.009140310102531399,-0.007575246674090194,6.606593787268595e-05,-0.0006785773593164656,-8.405538664828276e-05
2006-08-04,-0.0020476981250852487,0.003961407090014316,0.00864881774913602,0.009593161023878707,0.0035073611619130386,-0.008475994612362966,0.0030935633004119524,0.024902818878141122,0.0047496145504982296,0.006599922099957814,0.003747305414203497
